"UPC_i","DESCRIP_i","UPC_j","DESCRIP_j","weeks_together"
3000002190,"KRETSCHMER WHEAT GER",3000002360,"QUAKER OATS PLUS FIB",17
3000002350,"KRETCHMER HONEY WHT",3000002360,"QUAKER OATS PLUS FIB",17
3000002350,"KRETCHMER HONEY WHT",7382550022,"FANTASTIC FOODS BANA",17
3000002360,"QUAKER OATS PLUS FIB",3000003790,"QUAKER INSTANT GRITS",17
3000002360,"QUAKER OATS PLUS FIB",3000004170,"QUAKER Q/W HOMINY GR",17
3000002360,"QUAKER OATS PLUS FIB",3000007060,"QUAKER HOT OAT BRAN",17
1313000612,"CREAM OF WHEAT QUICK",7382550019,"FANTASTIC FDS APPLE",16
1313006025,"MIX N EAT CREAM OF W",7382550019,"FANTASTIC FDS APPLE",16
1313006050,"~CRM OF WHT INST GRA",3000001570,"~QUAKER MAPLE OATMEA",16
1313006050,"~CRM OF WHT INST GRA",3000002300,"~KIDS CHOICE STRWBRY",16
1313006053,"~MIX N EAT BROWN SUG",3000002360,"QUAKER OATS PLUS FIB",16
1313006053,"~MIX N EAT BROWN SUG",7382550019,"FANTASTIC FDS APPLE",16
1800063061,"~PILLS FARINA APPLES",3000001570,"~QUAKER MAPLE OATMEA",16
1800063070,"PILS FARINA",7382550019,"FANTASTIC FDS APPLE",16
3000001020,"QUAKER OATS REGULAR",7382550019,"FANTASTIC FDS APPLE",16
3000001040,"QUAKER OLD FASHIONED",7382550019,"FANTASTIC FDS APPLE",16
3000001180,"QUICK QUAKER OATS",7382550019,"FANTASTIC FDS APPLE",16
3000001190,"QUAKER INST OATML MP",7382550019,"FANTASTIC FDS APPLE",16
3000001200,"QUICK QUAKER OATS",7382550019,"FANTASTIC FDS APPLE",16
3000001210,"QUAKER INSTANT OATME",7382550019,"FANTASTIC FDS APPLE",16
3000001240,"QUAKER INST OATML RS",7382550019,"FANTASTIC FDS APPLE",16
3000001380,"QUAKER INST OATML AP",7382550019,"FANTASTIC FDS APPLE",16
3000001580,"QUAKER APPLE CINAMON",3000002720,"KRETCHMER TOASTED WH",16
3000001760,"QUAKER VRTY INST OAT",3000002360,"QUAKER OATS PLUS FIB",16
3000001760,"QUAKER VRTY INST OAT",7382550019,"FANTASTIC FDS APPLE",16
3000001800,"QUAKER INST OATML PE",3000002360,"QUAKER OATS PLUS FIB",16
3000001800,"QUAKER INST OATML PE",7382550019,"FANTASTIC FDS APPLE",16
3000001820,"QUAKER INSTANT STRAW",3000026286,"QUAKER COOKIE BLAST-",16
3000001880,"QUAKER FRUIT & CREAM",7382550019,"FANTASTIC FDS APPLE",16
3000002190,"KRETSCHMER WHEAT GER",7382550019,"FANTASTIC FDS APPLE",16
3000002360,"QUAKER OATS PLUS FIB",3000002390,"~QUAKER MULTIGRAIN",16
3000002360,"QUAKER OATS PLUS FIB",4240000105,"QUICK MALT O MEAL",16
3000004170,"QUAKER Q/W HOMINY GR",7382550019,"FANTASTIC FDS APPLE",16
3000007060,"QUAKER HOT OAT BRAN",7382550019,"FANTASTIC FDS APPLE",16
3828125073,"DOM QUICK OATS",7382550019,"FANTASTIC FDS APPLE",16
3828125077,"DOM QUICK OATS",7382550019,"FANTASTIC FDS APPLE",16
3828125105,"DOM APPLE & CINNAMON",7382550019,"FANTASTIC FDS APPLE",16
1112600328,"COCO WHEATS",3000001700,"QUAKER MAPLE BR SGR",15
1313000602,"NABISCO CREAM OF WHT",1313006050,"~CRM OF WHT INST GRA",15
1313000602,"NABISCO CREAM OF WHT",7382550019,"FANTASTIC FDS APPLE",15
1313006035,"~MIX N EAT BROWN SUG",7382550019,"FANTASTIC FDS APPLE",15
1313006044,"NABISCO INSTANT BANA",3000001820,"QUAKER INSTANT STRAW",15
1313006050,"~CRM OF WHT INST GRA",3000001760,"QUAKER VRTY INST OAT",15
1313006050,"~CRM OF WHT INST GRA",3000002620,"$QUAKER KIDS CHOICE",15
1313006050,"~CRM OF WHT INST GRA",3828125081,"DOM INSTANT OATMEAL",15
1313006050,"~CRM OF WHT INST GRA",3828125085,"DOM INSTANT OATMEAL",15
1313006057,"INST CRM OF WHT-VARI",3000002360,"QUAKER OATS PLUS FIB",15
1313006057,"INST CRM OF WHT-VARI",7382550019,"FANTASTIC FDS APPLE",15
3000001340,"QUAKER OATMEAL CINNA",7382550019,"FANTASTIC FDS APPLE",15
3000001460,"QUAKER OAT VARIETY",7382550019,"FANTASTIC FDS APPLE",15
3000001580,"QUAKER APPLE CINAMON",3000002360,"QUAKER OATS PLUS FIB",15
3000001590,"QUAKER OAT CUPS RAIS",3000002360,"QUAKER OATS PLUS FIB",15
3000001820,"QUAKER INSTANT STRAW",3000026289,"QUAKER QK N HRTY BRW",15
3000001820,"QUAKER INSTANT STRAW",7382550020,"FFDS CRAN/OAT HOT CE",15
3000002360,"QUAKER OATS PLUS FIB",3000004760,"QUAKER INSTANT GRITS",15
3828125085,"DOM INSTANT OATMEAL",7382550019,"FANTASTIC FDS APPLE",15
3828125098,"DOM INSTANT OATMEAL",7382550019,"FANTASTIC FDS APPLE",15
4240000105,"QUICK MALT O MEAL",7382550019,"FANTASTIC FDS APPLE",15
1112600328,"COCO WHEATS",3000001000,"QUAKER VARIETY OATCU",14
1112600328,"COCO WHEATS",3000001350,"QUAKER INST OAT & CI",14
1112600328,"COCO WHEATS",3000001590,"QUAKER OAT CUPS RAIS",14
1112600328,"COCO WHEATS",7382550019,"FANTASTIC FDS APPLE",14
1313000622,"CREAM OF WHEAT INSTA",7382550019,"FANTASTIC FDS APPLE",14
1313000698,"NABISCO CREAM OF RIC",7382550019,"FANTASTIC FDS APPLE",14
1313006031,"CRM OF WHT INST APPL",3000002720,"KRETCHMER TOASTED WH",14
1313006044,"NABISCO INSTANT BANA",7382550019,"FANTASTIC FDS APPLE",14
1313006050,"~CRM OF WHT INST GRA",3828125098,"DOM INSTANT OATMEAL",14
3000002620,"$QUAKER KIDS CHOICE",7382550019,"FANTASTIC FDS APPLE",14
3000026288,"QUAKER QK N HEARTY R",7382550019,"FANTASTIC FDS APPLE",14
1112600328,"COCO WHEATS",3000001370,"QUAKER INST OAT-HONE",13
3000001820,"QUAKER INSTANT STRAW",3000026287,"QUAKER QUICK N HEART",13
3000026286,"QUAKER COOKIE BLAST-",7382550019,"FANTASTIC FDS APPLE",13
3000026289,"QUAKER QK N HRTY BRW",7382550019,"FANTASTIC FDS APPLE",13
3828125081,"DOM INSTANT OATMEAL",7382550019,"FANTASTIC FDS APPLE",13
7382550019,"FANTASTIC FDS APPLE",7382550020,"FFDS CRAN/OAT HOT CE",13
1313000602,"NABISCO CREAM OF WHT",3000002380,"QUAKER OATS FIBER RA",12
1313000612,"CREAM OF WHEAT QUICK",3000002380,"QUAKER OATS FIBER RA",12
1313000622,"CREAM OF WHEAT INSTA",3000002380,"QUAKER OATS FIBER RA",12
1313000698,"NABISCO CREAM OF RIC",1800063061,"~PILLS FARINA APPLES",12
1313000698,"NABISCO CREAM OF RIC",3000002380,"QUAKER OATS FIBER RA",12
1313006025,"MIX N EAT CREAM OF W",3000002380,"QUAKER OATS FIBER RA",12
1800063070,"PILS FARINA",3000002380,"QUAKER OATS FIBER RA",12
3000001020,"QUAKER OATS REGULAR",3000002380,"QUAKER OATS FIBER RA",12
3000001040,"QUAKER OLD FASHIONED",3000002380,"QUAKER OATS FIBER RA",12
3000001180,"QUICK QUAKER OATS",3000002380,"QUAKER OATS FIBER RA",12
3000001190,"QUAKER INST OATML MP",3000002380,"QUAKER OATS FIBER RA",12
3000001200,"QUICK QUAKER OATS",3000002380,"QUAKER OATS FIBER RA",12
3000001210,"QUAKER INSTANT OATME",3000002380,"QUAKER OATS FIBER RA",12
3000001240,"QUAKER INST OATML RS",3000002380,"QUAKER OATS FIBER RA",12
3000001340,"QUAKER OATMEAL CINNA",3000002380,"QUAKER OATS FIBER RA",12
3000001380,"QUAKER INST OATML AP",3000002380,"QUAKER OATS FIBER RA",12
3000001460,"QUAKER OAT VARIETY",3000002380,"QUAKER OATS FIBER RA",12
3000001570,"~QUAKER MAPLE OATMEA",3000002380,"QUAKER OATS FIBER RA",12
3000001820,"QUAKER INSTANT STRAW",3000002380,"QUAKER OATS FIBER RA",12
3000001820,"QUAKER INSTANT STRAW",7382550019,"FANTASTIC FDS APPLE",12
3000001820,"QUAKER INSTANT STRAW",7382550022,"FANTASTIC FOODS BANA",12
3000001880,"QUAKER FRUIT & CREAM",3000002380,"QUAKER OATS FIBER RA",12
3000002190,"KRETSCHMER WHEAT GER",3000002380,"QUAKER OATS FIBER RA",12
3000002350,"KRETCHMER HONEY WHT",3000002380,"QUAKER OATS FIBER RA",12
3000002380,"QUAKER OATS FIBER RA",3000002390,"~QUAKER MULTIGRAIN",12
3000002380,"QUAKER OATS FIBER RA",3000003790,"QUAKER INSTANT GRITS",12
3000002380,"QUAKER OATS FIBER RA",3000004170,"QUAKER Q/W HOMINY GR",12
3000002380,"QUAKER OATS FIBER RA",3000007060,"QUAKER HOT OAT BRAN",12
3000026287,"QUAKER QUICK N HEART",7382550019,"FANTASTIC FDS APPLE",12
1112600328,"COCO WHEATS",1313006024,"~INSTANT CREAM OF WH",11
1112600328,"COCO WHEATS",6414408037,"MAYPO MAPLE FLAVORED",11
1313000602,"NABISCO CREAM OF WHT",6414408004,"WHEATENA",11
1313000612,"CREAM OF WHEAT QUICK",1600064040,"TOTAL INST OATMEAL-R",11
1313000612,"CREAM OF WHEAT QUICK",1600064060,"TOTAL OATMEAL VARIET",11
1313000612,"CREAM OF WHEAT QUICK",6414408004,"WHEATENA",11
1313000622,"CREAM OF WHEAT INSTA",1600064040,"TOTAL INST OATMEAL-R",11
1313000622,"CREAM OF WHEAT INSTA",1600064060,"TOTAL OATMEAL VARIET",11
1313000622,"CREAM OF WHEAT INSTA",6414408004,"WHEATENA",11
1313000698,"NABISCO CREAM OF RIC",6414408004,"WHEATENA",11
1313006024,"~INSTANT CREAM OF WH",3000002350,"KRETCHMER HONEY WHT",11
1313006025,"MIX N EAT CREAM OF W",1600064040,"TOTAL INST OATMEAL-R",11
1313006025,"MIX N EAT CREAM OF W",1600064060,"TOTAL OATMEAL VARIET",11
1313006025,"MIX N EAT CREAM OF W",6414408004,"WHEATENA",11
1313006031,"CRM OF WHT INST APPL",1313006050,"~CRM OF WHT INST GRA",11
1313006035,"~MIX N EAT BROWN SUG",1600064040,"TOTAL INST OATMEAL-R",11
1313006035,"~MIX N EAT BROWN SUG",1600064060,"TOTAL OATMEAL VARIET",11
1313006053,"~MIX N EAT BROWN SUG",3000002380,"QUAKER OATS FIBER RA",11
1313006053,"~MIX N EAT BROWN SUG",3000002720,"KRETCHMER TOASTED WH",11
1313006057,"INST CRM OF WHT-VARI",1600064040,"TOTAL INST OATMEAL-R",11
1313006057,"INST CRM OF WHT-VARI",1600064060,"TOTAL OATMEAL VARIET",11
1313006057,"INST CRM OF WHT-VARI",6414408004,"WHEATENA",11
1600064040,"TOTAL INST OATMEAL-R",1600064060,"TOTAL OATMEAL VARIET",11
1600064040,"TOTAL INST OATMEAL-R",3000001020,"QUAKER OATS REGULAR",11
1600064040,"TOTAL INST OATMEAL-R",3000001040,"QUAKER OLD FASHIONED",11
1600064040,"TOTAL INST OATMEAL-R",3000001180,"QUICK QUAKER OATS",11
1600064040,"TOTAL INST OATMEAL-R",3000001190,"QUAKER INST OATML MP",11
1600064040,"TOTAL INST OATMEAL-R",3000001200,"QUICK QUAKER OATS",11
1600064040,"TOTAL INST OATMEAL-R",3000001210,"QUAKER INSTANT OATME",11
1600064040,"TOTAL INST OATMEAL-R",3000001370,"QUAKER INST OAT-HONE",11
1600064040,"TOTAL INST OATMEAL-R",3000001380,"QUAKER INST OATML AP",11
1600064040,"TOTAL INST OATMEAL-R",3000001460,"QUAKER OAT VARIETY",11
1600064040,"TOTAL INST OATMEAL-R",3000001570,"~QUAKER MAPLE OATMEA",11
1600064040,"TOTAL INST OATMEAL-R",3000001800,"QUAKER INST OATML PE",11
1600064040,"TOTAL INST OATMEAL-R",3000001880,"QUAKER FRUIT & CREAM",11
1600064040,"TOTAL INST OATMEAL-R",3000002190,"KRETSCHMER WHEAT GER",11
1600064040,"TOTAL INST OATMEAL-R",3000004170,"QUAKER Q/W HOMINY GR",11
1600064040,"TOTAL INST OATMEAL-R",3000007060,"QUAKER HOT OAT BRAN",11
1600064060,"TOTAL OATMEAL VARIET",3000001020,"QUAKER OATS REGULAR",11
1600064060,"TOTAL OATMEAL VARIET",3000001040,"QUAKER OLD FASHIONED",11
1600064060,"TOTAL OATMEAL VARIET",3000001180,"QUICK QUAKER OATS",11
1600064060,"TOTAL OATMEAL VARIET",3000001190,"QUAKER INST OATML MP",11
1600064060,"TOTAL OATMEAL VARIET",3000001200,"QUICK QUAKER OATS",11
1600064060,"TOTAL OATMEAL VARIET",3000001210,"QUAKER INSTANT OATME",11
1600064060,"TOTAL OATMEAL VARIET",3000001370,"QUAKER INST OAT-HONE",11
1600064060,"TOTAL OATMEAL VARIET",3000001380,"QUAKER INST OATML AP",11
1600064060,"TOTAL OATMEAL VARIET",3000001460,"QUAKER OAT VARIETY",11
1600064060,"TOTAL OATMEAL VARIET",3000001570,"~QUAKER MAPLE OATMEA",11
1600064060,"TOTAL OATMEAL VARIET",3000001800,"QUAKER INST OATML PE",11
1600064060,"TOTAL OATMEAL VARIET",3000001880,"QUAKER FRUIT & CREAM",11
1600064060,"TOTAL OATMEAL VARIET",3000002190,"KRETSCHMER WHEAT GER",11
1600064060,"TOTAL OATMEAL VARIET",3000004170,"QUAKER Q/W HOMINY GR",11
1600064060,"TOTAL OATMEAL VARIET",3000007060,"QUAKER HOT OAT BRAN",11
1800063070,"PILS FARINA",6414408004,"WHEATENA",11
3000001020,"QUAKER OATS REGULAR",6414408004,"WHEATENA",11
3000001040,"QUAKER OLD FASHIONED",6414408004,"WHEATENA",11
3000001180,"QUICK QUAKER OATS",6414408004,"WHEATENA",11
3000001190,"QUAKER INST OATML MP",6414408004,"WHEATENA",11
3000001200,"QUICK QUAKER OATS",6414408004,"WHEATENA",11
3000001210,"QUAKER INSTANT OATME",6414408004,"WHEATENA",11
3000001240,"QUAKER INST OATML RS",6414408004,"WHEATENA",11
3000001340,"QUAKER OATMEAL CINNA",6414408004,"WHEATENA",11
3000001380,"QUAKER INST OATML AP",6414408004,"WHEATENA",11
3000001460,"QUAKER OAT VARIETY",6414408004,"WHEATENA",11
3000001580,"QUAKER APPLE CINAMON",3828125073,"DOM QUICK OATS",11
3000001580,"QUAKER APPLE CINAMON",3828125077,"DOM QUICK OATS",11
3000001580,"QUAKER APPLE CINAMON",3828125085,"DOM INSTANT OATMEAL",11
3000001580,"QUAKER APPLE CINAMON",3828125098,"DOM INSTANT OATMEAL",11
3000001580,"QUAKER APPLE CINAMON",6414408004,"WHEATENA",11
3000001760,"QUAKER VRTY INST OAT",3000002380,"QUAKER OATS FIBER RA",11
3000001800,"QUAKER INST OATML PE",3000002380,"QUAKER OATS FIBER RA",11
3000001800,"QUAKER INST OATML PE",6414408004,"WHEATENA",11
3000001820,"QUAKER INSTANT STRAW",6414408004,"WHEATENA",11
3000001880,"QUAKER FRUIT & CREAM",6414408004,"WHEATENA",11
3000002190,"KRETSCHMER WHEAT GER",6414408004,"WHEATENA",11
3000002350,"KRETCHMER HONEY WHT",6414408004,"WHEATENA",11
3000002350,"KRETCHMER HONEY WHT",7382550019,"FANTASTIC FDS APPLE",11
3000002380,"QUAKER OATS FIBER RA",4240000105,"QUICK MALT O MEAL",11
3000002720,"KRETCHMER TOASTED WH",3828125105,"DOM APPLE & CINNAMON",11
3000004170,"QUAKER Q/W HOMINY GR",6414408004,"WHEATENA",11
3000004760,"QUAKER INSTANT GRITS",6414408004,"WHEATENA",11
3000007060,"QUAKER HOT OAT BRAN",6414408004,"WHEATENA",11
4240000105,"QUICK MALT O MEAL",6414408004,"WHEATENA",11
7382550019,"FANTASTIC FDS APPLE",7382550022,"FANTASTIC FOODS BANA",11
1313000612,"CREAM OF WHEAT QUICK",1600064030,"TOTAL QUICK OATMEAL-",10
1313000612,"CREAM OF WHEAT QUICK",1600064070,"TOTAL OATMEAL MAPLE/",10
1313000612,"CREAM OF WHEAT QUICK",1600065240,"OATMEAL SWIRLER MAPL",10
1313000622,"CREAM OF WHEAT INSTA",1600064030,"TOTAL QUICK OATMEAL-",10
1313000622,"CREAM OF WHEAT INSTA",1600064070,"TOTAL OATMEAL MAPLE/",10
1313000622,"CREAM OF WHEAT INSTA",1600065240,"OATMEAL SWIRLER MAPL",10
1313000698,"NABISCO CREAM OF RIC",1600064040,"TOTAL INST OATMEAL-R",10
1313000698,"NABISCO CREAM OF RIC",1600064060,"TOTAL OATMEAL VARIET",10
1313000698,"NABISCO CREAM OF RIC",1600064070,"TOTAL OATMEAL MAPLE/",10
1313006025,"MIX N EAT CREAM OF W",1600064030,"TOTAL QUICK OATMEAL-",10
1313006025,"MIX N EAT CREAM OF W",1600064070,"TOTAL OATMEAL MAPLE/",10
1313006025,"MIX N EAT CREAM OF W",1600065240,"OATMEAL SWIRLER MAPL",10
1313006031,"CRM OF WHT INST APPL",7382550019,"FANTASTIC FDS APPLE",10
1313006035,"~MIX N EAT BROWN SUG",1600064030,"TOTAL QUICK OATMEAL-",10
1313006035,"~MIX N EAT BROWN SUG",1600064070,"TOTAL OATMEAL MAPLE/",10
1313006035,"~MIX N EAT BROWN SUG",1600065240,"OATMEAL SWIRLER MAPL",10
1313006057,"INST CRM OF WHT-VARI",1600064030,"TOTAL QUICK OATMEAL-",10
1313006057,"INST CRM OF WHT-VARI",1600064070,"TOTAL OATMEAL MAPLE/",10
1313006057,"INST CRM OF WHT-VARI",3000002380,"QUAKER OATS FIBER RA",10
1600064030,"TOTAL QUICK OATMEAL-",1600064040,"TOTAL INST OATMEAL-R",10
1600064030,"TOTAL QUICK OATMEAL-",1600064060,"TOTAL OATMEAL VARIET",10
1600064030,"TOTAL QUICK OATMEAL-",3000001020,"QUAKER OATS REGULAR",10
1600064030,"TOTAL QUICK OATMEAL-",3000001040,"QUAKER OLD FASHIONED",10
1600064030,"TOTAL QUICK OATMEAL-",3000001180,"QUICK QUAKER OATS",10
1600064030,"TOTAL QUICK OATMEAL-",3000001190,"QUAKER INST OATML MP",10
1600064030,"TOTAL QUICK OATMEAL-",3000001200,"QUICK QUAKER OATS",10
1600064030,"TOTAL QUICK OATMEAL-",3000001210,"QUAKER INSTANT OATME",10
1600064030,"TOTAL QUICK OATMEAL-",3000001370,"QUAKER INST OAT-HONE",10
1600064030,"TOTAL QUICK OATMEAL-",3000001380,"QUAKER INST OATML AP",10
1600064030,"TOTAL QUICK OATMEAL-",3000001460,"QUAKER OAT VARIETY",10
1600064030,"TOTAL QUICK OATMEAL-",3000001570,"~QUAKER MAPLE OATMEA",10
1600064030,"TOTAL QUICK OATMEAL-",3000001800,"QUAKER INST OATML PE",10
1600064030,"TOTAL QUICK OATMEAL-",3000001880,"QUAKER FRUIT & CREAM",10
1600064030,"TOTAL QUICK OATMEAL-",3000002190,"KRETSCHMER WHEAT GER",10
1600064030,"TOTAL QUICK OATMEAL-",3000004170,"QUAKER Q/W HOMINY GR",10
1600064030,"TOTAL QUICK OATMEAL-",3000004760,"QUAKER INSTANT GRITS",10
1600064030,"TOTAL QUICK OATMEAL-",3000007060,"QUAKER HOT OAT BRAN",10
1600064040,"TOTAL INST OATMEAL-R",1600064070,"TOTAL OATMEAL MAPLE/",10
1600064040,"TOTAL INST OATMEAL-R",1800063070,"PILS FARINA",10
1600064040,"TOTAL INST OATMEAL-R",3000001240,"QUAKER INST OATML RS",10
1600064040,"TOTAL INST OATMEAL-R",3000002350,"KRETCHMER HONEY WHT",10
1600064040,"TOTAL INST OATMEAL-R",3000004760,"QUAKER INSTANT GRITS",10
1600064060,"TOTAL OATMEAL VARIET",1600064070,"TOTAL OATMEAL MAPLE/",10
1600064060,"TOTAL OATMEAL VARIET",1800063070,"PILS FARINA",10
1600064060,"TOTAL OATMEAL VARIET",3000001240,"QUAKER INST OATML RS",10
1600064060,"TOTAL OATMEAL VARIET",3000002350,"KRETCHMER HONEY WHT",10
1600064060,"TOTAL OATMEAL VARIET",3000004760,"QUAKER INSTANT GRITS",10
1600064070,"TOTAL OATMEAL MAPLE/",3000001020,"QUAKER OATS REGULAR",10
1600064070,"TOTAL OATMEAL MAPLE/",3000001040,"QUAKER OLD FASHIONED",10
1600064070,"TOTAL OATMEAL MAPLE/",3000001180,"QUICK QUAKER OATS",10
1600064070,"TOTAL OATMEAL MAPLE/",3000001190,"QUAKER INST OATML MP",10
1600064070,"TOTAL OATMEAL MAPLE/",3000001200,"QUICK QUAKER OATS",10
1600064070,"TOTAL OATMEAL MAPLE/",3000001210,"QUAKER INSTANT OATME",10
1600064070,"TOTAL OATMEAL MAPLE/",3000001240,"QUAKER INST OATML RS",10
1600064070,"TOTAL OATMEAL MAPLE/",3000001370,"QUAKER INST OAT-HONE",10
1600064070,"TOTAL OATMEAL MAPLE/",3000001380,"QUAKER INST OATML AP",10
1600064070,"TOTAL OATMEAL MAPLE/",3000001460,"QUAKER OAT VARIETY",10
1600064070,"TOTAL OATMEAL MAPLE/",3000001570,"~QUAKER MAPLE OATMEA",10
1600064070,"TOTAL OATMEAL MAPLE/",3000001800,"QUAKER INST OATML PE",10
1600064070,"TOTAL OATMEAL MAPLE/",3000001880,"QUAKER FRUIT & CREAM",10
1600064070,"TOTAL OATMEAL MAPLE/",3000002190,"KRETSCHMER WHEAT GER",10
1600064070,"TOTAL OATMEAL MAPLE/",3000004170,"QUAKER Q/W HOMINY GR",10
1600064070,"TOTAL OATMEAL MAPLE/",3000007060,"QUAKER HOT OAT BRAN",10
1600065240,"OATMEAL SWIRLER MAPL",3000001020,"QUAKER OATS REGULAR",10
1600065240,"OATMEAL SWIRLER MAPL",3000001040,"QUAKER OLD FASHIONED",10
1600065240,"OATMEAL SWIRLER MAPL",3000001180,"QUICK QUAKER OATS",10
1600065240,"OATMEAL SWIRLER MAPL",3000001190,"QUAKER INST OATML MP",10
1600065240,"OATMEAL SWIRLER MAPL",3000001200,"QUICK QUAKER OATS",10
1600065240,"OATMEAL SWIRLER MAPL",3000001210,"QUAKER INSTANT OATME",10
1600065240,"OATMEAL SWIRLER MAPL",3000001370,"QUAKER INST OAT-HONE",10
1600065240,"OATMEAL SWIRLER MAPL",3000001380,"QUAKER INST OATML AP",10
1600065240,"OATMEAL SWIRLER MAPL",3000001460,"QUAKER OAT VARIETY",10
1600065240,"OATMEAL SWIRLER MAPL",3000001570,"~QUAKER MAPLE OATMEA",10
1600065240,"OATMEAL SWIRLER MAPL",3000001800,"QUAKER INST OATML PE",10
1600065240,"OATMEAL SWIRLER MAPL",3000001880,"QUAKER FRUIT & CREAM",10
1600065240,"OATMEAL SWIRLER MAPL",3000002190,"KRETSCHMER WHEAT GER",10
1600065240,"OATMEAL SWIRLER MAPL",3000004170,"QUAKER Q/W HOMINY GR",10
1600065240,"OATMEAL SWIRLER MAPL",3000004760,"QUAKER INSTANT GRITS",10
1600065240,"OATMEAL SWIRLER MAPL",3000007060,"QUAKER HOT OAT BRAN",10
3000001570,"~QUAKER MAPLE OATMEA",6414408004,"WHEATENA",10
3000001580,"QUAKER APPLE CINAMON",3000002380,"QUAKER OATS FIBER RA",10
3000001580,"QUAKER APPLE CINAMON",3828125081,"DOM INSTANT OATMEAL",10
3000001590,"QUAKER OAT CUPS RAIS",3000002380,"QUAKER OATS FIBER RA",10
3000002360,"QUAKER OATS PLUS FIB",3000002380,"QUAKER OATS FIBER RA",10
3000002380,"QUAKER OATS FIBER RA",3000004760,"QUAKER INSTANT GRITS",10
3000002390,"~QUAKER MULTIGRAIN",6414408037,"MAYPO MAPLE FLAVORED",10
3000002620,"$QUAKER KIDS CHOICE",6414408004,"WHEATENA",10
1112600399,"COCO WHEATS PREPRICE",1313006035,"~MIX N EAT BROWN SUG",9
1112600399,"COCO WHEATS PREPRICE",3000001370,"QUAKER INST OAT-HONE",9
1112600399,"COCO WHEATS PREPRICE",3000001700,"QUAKER MAPLE BR SGR",9
1313000698,"NABISCO CREAM OF RIC",1600064030,"TOTAL QUICK OATMEAL-",9
1313000698,"NABISCO CREAM OF RIC",1600065240,"OATMEAL SWIRLER MAPL",9
1313006031,"CRM OF WHT INST APPL",3000002390,"~QUAKER MULTIGRAIN",9
1313006050,"~CRM OF WHT INST GRA",3000002350,"KRETCHMER HONEY WHT",9
1313006057,"INST CRM OF WHT-VARI",1600065240,"OATMEAL SWIRLER MAPL",9
1600064030,"TOTAL QUICK OATMEAL-",1600064070,"TOTAL OATMEAL MAPLE/",9
1600064030,"TOTAL QUICK OATMEAL-",1800063070,"PILS FARINA",9
1600064030,"TOTAL QUICK OATMEAL-",3000001240,"QUAKER INST OATML RS",9
1600064030,"TOTAL QUICK OATMEAL-",3000002350,"KRETCHMER HONEY WHT",9
1600064040,"TOTAL INST OATMEAL-R",3000001350,"QUAKER INST OAT & CI",9
1600064040,"TOTAL INST OATMEAL-R",3000001760,"QUAKER VRTY INST OAT",9
1600064040,"TOTAL INST OATMEAL-R",3000003790,"QUAKER INSTANT GRITS",9
1600064040,"TOTAL INST OATMEAL-R",4240000105,"QUICK MALT O MEAL",9
1600064060,"TOTAL OATMEAL VARIET",3000001350,"QUAKER INST OAT & CI",9
1600064060,"TOTAL OATMEAL VARIET",3000001760,"QUAKER VRTY INST OAT",9
1600064060,"TOTAL OATMEAL VARIET",3000003790,"QUAKER INSTANT GRITS",9
1600064060,"TOTAL OATMEAL VARIET",4240000105,"QUICK MALT O MEAL",9
1600064070,"TOTAL OATMEAL MAPLE/",1800063070,"PILS FARINA",9
1600064070,"TOTAL OATMEAL MAPLE/",3000002350,"KRETCHMER HONEY WHT",9
1600064070,"TOTAL OATMEAL MAPLE/",3000003790,"QUAKER INSTANT GRITS",9
1600064070,"TOTAL OATMEAL MAPLE/",3000004760,"QUAKER INSTANT GRITS",9
1600064070,"TOTAL OATMEAL MAPLE/",4240000105,"QUICK MALT O MEAL",9
1600065240,"OATMEAL SWIRLER MAPL",1800063070,"PILS FARINA",9
1600065240,"OATMEAL SWIRLER MAPL",3000001240,"QUAKER INST OATML RS",9
1600065240,"OATMEAL SWIRLER MAPL",3000002350,"KRETCHMER HONEY WHT",9
3000002390,"~QUAKER MULTIGRAIN",6414408004,"WHEATENA",9
3000002720,"KRETCHMER TOASTED WH",6414408004,"WHEATENA",9
1112600301,"COCO WHEATS",1112600328,"COCO WHEATS",8
1112600301,"COCO WHEATS",1600064030,"TOTAL QUICK OATMEAL-",8
1112600301,"COCO WHEATS",1600064040,"TOTAL INST OATMEAL-R",8
1112600301,"COCO WHEATS",1600064060,"TOTAL OATMEAL VARIET",8
1112600301,"COCO WHEATS",1600064070,"TOTAL OATMEAL MAPLE/",8
1112600399,"COCO WHEATS PREPRICE",3000001000,"QUAKER VARIETY OATCU",8
1313000602,"NABISCO CREAM OF WHT",1600064040,"TOTAL INST OATMEAL-R",8
1313000602,"NABISCO CREAM OF WHT",1600064060,"TOTAL OATMEAL VARIET",8
1313000602,"NABISCO CREAM OF WHT",1600064070,"TOTAL OATMEAL MAPLE/",8
1313006024,"~INSTANT CREAM OF WH",3000002300,"~KIDS CHOICE STRWBRY",8
1313006035,"~MIX N EAT BROWN SUG",6414408037,"MAYPO MAPLE FLAVORED",8
1313006050,"~CRM OF WHT INST GRA",3000002720,"KRETCHMER TOASTED WH",8
1600064030,"TOTAL QUICK OATMEAL-",1600065240,"OATMEAL SWIRLER MAPL",8
1600064030,"TOTAL QUICK OATMEAL-",3000001350,"QUAKER INST OAT & CI",8
1600064030,"TOTAL QUICK OATMEAL-",3000001760,"QUAKER VRTY INST OAT",8
