"category","STORE","n_weeks","n_menus","n_upcs","n_effective_upc","n_upcs_always","n_upcs_95pct","n_menus_nitem","n_nitems","n_nitems_always","n_nitems_95pct"
"SoftDrinks",64,348,64,924,159,188,190,59,771,214,218
"SoftDrinks",67,371,106,1283,266,178,184,95,1038,205,212
"SoftDrinks",68,384,105,1125,251,164,173,97,920,194,205
"SoftDrinks",70,383,105,1373,272,179,187,98,1114,208,219
"SoftDrinks",71,385,104,1298,256,178,184,95,1050,205,213
"SoftDrinks",72,388,108,1178,248,175,181,103,954,202,209
"SoftDrinks",73,388,104,1300,273,145,180,98,1045,173,213
"SoftDrinks",74,386,101,1312,261,179,186,97,1064,207,215
"SoftDrinks",75,384,103,1265,255,173,181,98,1038,197,208
"SoftDrinks",76,389,110,1362,284,172,185,104,1118,201,215
"SoftDrinks",77,389,97,1291,260,176,182,90,1051,206,211
"SoftDrinks",78,388,107,1298,259,177,184,101,1051,205,216
"SoftDrinks",80,388,101,1303,244,179,186,99,1053,206,215
"SoftDrinks",81,385,102,1296,254,148,185,96,1049,181,219
"SoftDrinks",83,389,102,1252,243,176,182,95,1008,207,217
"SoftDrinks",84,389,94,1252,260,151,186,90,1012,178,212
"SoftDrinks",86,387,101,1312,277,139,175,97,1074,169,208
"SoftDrinks",88,386,104,1190,263,137,181,96,956,169,211
"SoftDrinks",89,382,107,1222,267,167,181,99,997,197,212
"SoftDrinks",90,386,109,1239,273,168,180,104,1016,194,210
"SoftDrinks",91,388,109,1284,296,139,178,103,1047,171,210
"SoftDrinks",92,384,93,1213,256,169,182,88,1013,202,217
"SoftDrinks",93,374,97,1234,267,173,183,95,997,204,214
"SoftDrinks",94,380,93,1173,248,169,175,85,947,193,202
"SoftDrinks",95,383,105,1198,298,19,181,99,975,37,211
"SoftDrinks",97,309,43,784,101,188,190,40,665,214,217
"SoftDrinks",98,383,104,1331,268,176,183,98,1081,205,214
"SoftDrinks",100,380,109,1309,271,172,183,104,1057,199,211
"SoftDrinks",101,389,98,1317,265,174,178,93,1074,197,202
"SoftDrinks",102,381,100,1332,268,183,188,93,1070,210,215
"SoftDrinks",103,386,99,1292,270,166,177,91,1039,191,206
"SoftDrinks",104,379,106,1275,253,178,180,101,1033,208,211
"SoftDrinks",105,385,107,1328,291,174,185,102,1079,203,215
"SoftDrinks",106,382,110,1280,272,164,177,103,1043,192,206
"SoftDrinks",107,382,98,1310,253,176,182,90,1065,203,211
"SoftDrinks",109,384,98,1397,251,183,186,95,1144,210,217
"SoftDrinks",110,383,101,1303,269,141,177,98,1068,167,205
"SoftDrinks",111,389,106,1270,273,164,176,101,1033,195,209
"SoftDrinks",112,386,108,1396,269,184,187,102,1139,213,216
"SoftDrinks",113,385,111,1313,266,176,182,105,1065,203,211
"SoftDrinks",114,385,108,1282,273,183,187,102,1041,215,218
"SoftDrinks",115,385,104,1375,267,183,189,97,1108,216,224
"SoftDrinks",116,383,99,1240,257,177,183,96,1006,201,208
"SoftDrinks",117,382,85,1152,228,174,183,80,961,205,212
"SoftDrinks",118,358,62,905,161,178,185,56,754,210,219
"SoftDrinks",119,384,98,1246,252,185,187,91,1010,211,214
"SoftDrinks",121,386,99,1399,279,182,185,95,1132,213,219
"SoftDrinks",122,386,100,1422,263,181,183,96,1165,209,214
"SoftDrinks",123,381,111,1275,258,173,181,100,1042,196,208
"SoftDrinks",124,376,103,1268,260,176,182,95,1037,207,214
"SoftDrinks",126,382,103,1434,274,182,187,98,1162,212,220
"SoftDrinks",128,383,104,1287,243,175,181,97,1047,208,216
"SoftDrinks",129,363,104,1397,268,178,183,100,1144,212,217
"SoftDrinks",130,348,106,1272,273,172,178,101,1039,200,207
"SoftDrinks",131,381,99,1368,250,176,182,94,1116,203,211
"SoftDrinks",132,387,97,1433,264,182,186,92,1167,214,219
"SoftDrinks",133,317,93,1252,215,182,187,89,1034,215,221
"SoftDrinks",134,324,98,1316,251,183,192,90,1068,212,224
"SoftDrinks",135,48,20,736,20,545,547,18,662,506,508
"SoftDrinks",136,317,94,1282,232,195,197,89,1054,222,225
"SoftDrinks",137,330,94,1220,236,194,195,90,989,219,223
"SoftDrinks",139,242,79,1167,190,239,281,76,966,234,278
"SoftDrinks",140,38,16,685,17,403,403,16,622,368,368
"SoftDrinks",141,34,13,697,14,605,607,13,631,551,553
"SoftDrinks",142,38,18,696,18,355,355,18,630,324,324
"SoftDrinks",143,44,19,727,19,545,594,19,656,506,551
"SoftDrinks",144,44,19,720,20,540,593,18,655,503,554
"SoftDrinks",146,31,14,669,14,482,484,14,609,440,442
"Toothbrushes",2,381,66,273,124,17,20,58,202,21,23
"Toothbrushes",5,384,70,291,130,17,18,66,224,19,21
"Toothbrushes",8,384,75,337,142,19,21,60,224,23,23
"Toothbrushes",9,381,67,298,131,16,20,58,212,18,22
"Toothbrushes",12,383,72,331,144,16,17,64,233,18,19
"Toothbrushes",14,383,66,299,131,17,20,57,214,20,23
"Toothbrushes",18,380,68,301,133,16,19,59,215,19,21
"Toothbrushes",21,385,72,302,129,13,17,63,208,17,20
"Toothbrushes",28,384,71,282,132,16,19,58,204,19,21
"Toothbrushes",32,378,65,296,132,16,20,60,215,18,22
"Toothbrushes",33,384,70,272,137,17,18,58,194,18,19
"Toothbrushes",40,375,71,286,132,14,19,57,206,18,23
"Toothbrushes",44,380,73,301,128,16,17,59,216,20,20
"Toothbrushes",45,359,51,239,98,18,19,45,191,21,21
"Toothbrushes",47,379,67,283,134,15,16,57,206,19,20
"Toothbrushes",48,384,61,285,120,17,18,56,213,20,21
"Toothbrushes",49,355,54,247,102,22,22,51,200,24,24
"Toothbrushes",50,269,38,182,76,12,23,36,156,14,24
"Toothbrushes",51,373,69,286,144,14,16,63,209,18,20
"Toothbrushes",52,382,74,304,141,15,19,62,215,18,22
"Toothbrushes",53,386,69,297,129,17,19,63,212,18,20
"Toothbrushes",54,385,70,292,127,14,16,63,211,16,18
"Toothbrushes",56,385,64,283,131,16,19,58,202,20,22
"Toothbrushes",59,383,71,286,127,15,19,63,212,18,21
"Toothbrushes",62,387,71,303,130,18,21,61,211,20,23
"Toothbrushes",64,345,54,246,104,15,15,51,197,17,17
"Toothbrushes",67,369,66,294,119,13,19,57,211,17,21
"Toothbrushes",68,382,73,287,138,15,19,62,203,18,21
"Toothbrushes",70,381,72,348,136,20,22,57,232,26,26
"Toothbrushes",71,383,75,392,166,19,20,60,264,21,22
"Toothbrushes",72,386,64,297,128,15,16,54,214,18,19
"Toothbrushes",73,385,75,303,149,14,17,69,223,17,20
"Toothbrushes",74,384,73,356,145,19,25,61,237,20,26
"Toothbrushes",75,382,73,317,141,15,17,63,226,19,21
"Toothbrushes",76,387,76,321,143,18,22,66,221,21,24
"Toothbrushes",77,387,71,318,151,21,26,64,229,22,28
"Toothbrushes",78,386,81,341,136,16,19,65,224,19,22
"Toothbrushes",80,386,68,352,128,19,23,53,238,23,27
"Toothbrushes",81,382,72,307,129,15,18,64,222,18,20
"Toothbrushes",83,387,71,318,137,17,19,60,226,19,22
"Toothbrushes",84,386,76,349,135,15,20,60,232,18,22
"Toothbrushes",86,384,73,336,119,21,23,59,223,23,25
"Toothbrushes",88,383,77,297,142,14,19,67,211,19,22
"Toothbrushes",89,380,72,301,141,16,18,62,219,21,22
"Toothbrushes",90,384,72,281,130,13,18,60,207,19,21
"Toothbrushes",91,385,67,277,126,13,17,57,201,16,19
"Toothbrushes",92,382,62,273,114,15,16,53,206,17,18
"Toothbrushes",93,372,70,314,139,19,20,61,226,21,23
"Toothbrushes",94,378,72,281,127,16,18,65,203,19,20
"Toothbrushes",95,381,73,322,150,9,17,61,231,10,19
"Toothbrushes",97,315,41,200,82,16,16,38,167,20,20
"Toothbrushes",98,381,77,426,158,23,24,65,289,29,29
"Toothbrushes",100,378,77,419,158,22,23,63,288,28,29
"Toothbrushes",101,387,74,422,163,23,24,59,291,29,29
"Toothbrushes",102,379,73,427,152,25,26,54,292,31,32
"Toothbrushes",103,384,74,414,156,28,29,58,281,33,33
"Toothbrushes",104,377,70,317,137,18,20,64,229,19,20
"Toothbrushes",105,383,73,405,173,23,24,59,283,30,32
"Toothbrushes",106,380,79,313,160,15,18,72,229,20,21
"Toothbrushes",107,380,73,338,123,21,22,60,225,24,25
"Toothbrushes",109,382,70,346,127,20,24,59,236,23,25
"Toothbrushes",110,380,76,333,142,17,18,59,235,19,19
"Toothbrushes",111,387,66,263,126,13,17,60,197,16,20
"Toothbrushes",112,384,75,430,147,25,28,59,294,30,31
"Toothbrushes",113,383,75,318,142,18,22,68,215,21,24
"Toothbrushes",114,383,78,418,170,26,28,59,293,31,35
"Toothbrushes",115,383,73,417,147,26,28,58,290,33,35
"Toothbrushes",116,381,73,333,139,18,19,58,237,20,21
"Toothbrushes",117,380,66,258,133,15,17,61,200,17,19
"Toothbrushes",118,355,49,235,91,22,23,47,193,24,25
"Toothbrushes",119,382,65,265,117,15,20,56,199,18,22
"Toothbrushes",121,384,74,415,149,28,30,64,292,33,33
"Toothbrushes",122,384,73,424,145,26,29,62,291,32,34
"Toothbrushes",123,379,77,335,136,20,22,69,240,23,24
"Toothbrushes",124,374,74,319,140,14,16,69,228,18,20
"Toothbrushes",126,380,79,431,159,25,27,62,298,32,33
"Toothbrushes",128,381,74,416,140,23,24,63,286,29,29
"Toothbrushes",129,361,77,422,164,26,28,65,290,31,32
"Toothbrushes",130,346,73,288,145,15,17,62,214,19,20
"Toothbrushes",131,379,77,421,155,23,27,60,293,29,31
"Toothbrushes",132,385,75,428,172,24,27,63,294,31,32
"Toothbrushes",133,315,64,348,115,38,40,48,247,43,43
"Toothbrushes",134,322,72,377,142,33,35,55,266,37,38
"Toothbrushes",135,44,10,163,10,120,120,4,106,94,94
"Toothbrushes",136,315,60,365,105,44,45,52,259,49,50
"Toothbrushes",137,328,71,313,138,31,32,65,227,35,36
"Toothbrushes",139,234,64,345,98,44,64,45,242,49,68
"Toothbrushes",140,36,11,160,11,69,69,4,106,52,52
"Toothbrushes",141,32,8,163,8,139,140,5,106,101,102
"Toothbrushes",142,36,10,165,10,53,53,5,106,36,36
"Toothbrushes",143,40,12,165,12,131,131,2,107,103,103
"Toothbrushes",144,40,9,163,9,124,124,3,106,98,98
"Toothbrushes",146,28,8,151,8,118,118,5,99,82,82
"Toothpastes",2,391,81,390,178,25,28,69,253,28,31
"Toothpastes",5,394,71,379,153,29,29,61,243,29,29
"Toothpastes",8,394,80,467,156,44,44,73,313,48,48
"Toothpastes",9,391,90,445,183,31,31,77,269,31,34
"Toothpastes",12,393,82,452,167,31,33,71,282,32,35
"Toothpastes",14,393,83,417,165,25,28,72,259,27,31
"Toothpastes",18,390,84,408,157,31,32,70,256,32,33
"Toothpastes",21,395,91,426,176,31,32,72,264,33,34
"Toothpastes",28,394,83,400,157,26,28,67,253,27,30
"Toothpastes",32,388,82,432,165,27,29,64,268,28,30
"Toothpastes",33,394,90,333,181,23,24,80,223,23,24
"Toothpastes",40,385,86,397,160,27,28,68,251,29,30
"Toothpastes",44,390,86,409,166,28,30,70,251,29,31
"Toothpastes",45,370,51,319,111,30,33,42,217,34,35
"Toothpastes",47,389,86,418,178,28,30,72,259,29,30
"Toothpastes",48,394,74,362,140,25,25,57,237,25,25
"Toothpastes",49,366,58,303,115,28,29,49,208,31,31
"Toothpastes",50,269,38,240,79,41,72,28,164,47,70
"Toothpastes",51,383,82,386,154,28,29,67,253,29,30
"Toothpastes",52,392,89,418,183,26,27,77,260,27,29
"Toothpastes",53,396,82,402,163,31,32,65,251,32,33
"Toothpastes",54,395,84,397,167,25,28,70,254,25,28
"Toothpastes",56,395,81,412,165,26,28,68,254,28,30
"Toothpastes",59,393,80,401,169,28,30,71,260,31,33
"Toothpastes",62,397,87,422,167,33,34,73,268,34,35
"Toothpastes",64,356,58,308,121,29,29,44,207,29,29
"Toothpastes",67,379,80,407,152,29,29,68,249,29,30
"Toothpastes",68,392,84,403,176,28,30,68,246,29,31
"Toothpastes",70,391,85,480,171,43,45,74,315,48,49
"Toothpastes",71,393,87,513,176,45,45,76,338,50,50
"Toothpastes",72,396,81,403,163,28,29,69,257,29,30
"Toothpastes",73,395,88,419,175,30,31,71,263,31,32
"Toothpastes",74,394,82,496,173,43,45,72,326,47,50
"Toothpastes",75,392,86,426,175,30,30,75,266,33,33
"Toothpastes",76,397,86,443,174,32,33,73,280,33,34
"Toothpastes",77,397,77,443,150,27,29,67,279,31,33
"Toothpastes",78,396,91,452,154,43,43,75,298,48,48
"Toothpastes",80,396,86,477,165,46,47,72,304,48,50
"Toothpastes",81,392,84,443,167,32,32,68,273,34,35
"Toothpastes",83,397,86,436,170,29,31,76,276,30,32
"Toothpastes",84,396,87,464,169,43,44,75,310,48,49
"Toothpastes",86,394,85,476,161,44,44,70,308,48,48
"Toothpastes",88,393,83,404,158,31,32,63,254,31,32
"Toothpastes",89,390,81,402,167,27,28,74,263,27,28
"Toothpastes",90,394,89,402,173,25,27,68,258,27,28
"Toothpastes",91,395,85,407,168,27,28,66,261,29,30
"Toothpastes",92,392,72,371,155,26,26,63,248,26,26
"Toothpastes",93,382,83,415,162,29,32,69,259,29,33
"Toothpastes",94,388,81,403,159,29,29,68,255,29,29
"Toothpastes",95,391,82,411,173,8,28,69,255,14,31
"Toothpastes",97,317,44,265,90,41,41,38,185,40,40
"Toothpastes",98,391,91,542,172,45,45,78,350,52,52
"Toothpastes",100,388,90,551,176,47,47,76,350,53,53
"Toothpastes",101,397,86,539,175,48,48,76,351,53,54
"Toothpastes",102,389,87,555,174,47,49,71,355,53,53
"Toothpastes",103,394,91,523,176,45,48,76,347,53,53
"Toothpastes",104,387,85,454,156,28,29,72,289,30,31
"Toothpastes",105,393,92,514,175,48,49,76,339,54,54
"Toothpastes",106,390,86,425,181,30,30,73,271,31,31
"Toothpastes",107,390,86,491,171,45,45,74,316,50,50
"Toothpastes",109,392,90,489,172,41,41,76,321,45,46
"Toothpastes",110,390,88,438,186,33,34,80,287,36,39
"Toothpastes",111,397,80,382,156,27,27,60,244,28,28
"Toothpastes",112,394,94,540,185,45,47,81,356,53,54
"Toothpastes",113,393,89,442,183,27,34,71,281,29,37
"Toothpastes",114,393,91,537,179,49,49,74,349,53,53
"Toothpastes",115,393,90,558,184,45,47,76,360,52,52
"Toothpastes",116,391,89,429,183,33,36,71,269,37,40
"Toothpastes",117,390,72,342,156,23,23,64,231,23,24
"Toothpastes",118,366,54,307,106,26,27,42,210,29,30
"Toothpastes",119,392,80,399,155,29,31,60,254,29,31
"Toothpastes",121,394,90,556,183,44,46,77,360,51,53
"Toothpastes",122,394,89,547,184,46,46,78,353,51,51
"Toothpastes",123,389,88,457,180,30,32,74,288,33,35
"Toothpastes",124,384,86,418,171,30,32,69,254,32,34
"Toothpastes",126,390,93,551,185,46,47,81,357,52,53
"Toothpastes",128,391,87,536,170,46,46,72,349,52,52
"Toothpastes",129,371,87,535,172,45,45,75,344,51,51
"Toothpastes",130,356,85,400,175,29,29,77,254,30,31
"Toothpastes",131,389,87,529,161,47,47,71,342,53,53
"Toothpastes",132,395,89,544,178,48,48,76,352,53,54
"Toothpastes",133,325,80,453,136,59,59,66,322,71,71
"Toothpastes",134,332,85,487,171,63,64,78,329,64,64
"Toothpastes",135,48,17,251,17,169,169,14,203,162,162
"Toothpastes",136,325,81,459,125,69,69,67,315,70,70
"Toothpastes",137,338,85,419,164,41,41,68,265,39,40
"Toothpastes",139,244,78,426,133,60,69,69,305,78,82
"Toothpastes",140,38,13,232,13,114,114,9,198,114,114
"Toothpastes",141,34,14,244,15,182,183,12,201,172,173
"Toothpastes",142,38,15,245,15,108,108,12,202,107,107
"Toothpastes",143,44,17,247,17,167,178,14,201,159,167
"Toothpastes",144,44,16,245,16,169,175,13,199,162,167
"Toothpastes",146,31,11,221,11,141,141,9,196,137,137
